,tweet_id,created_at,user_id,geo_source,county,full_text,mask,sentiment_score
0,1241174713659002880,Sat Mar 21 01:28:06 +0000 2020,2713088130,user_location,Hennepin County,Look for a 3-part series of blogs addressing questions and concerns regarding the impact of #Coronavirus on workers' compensation in Minnesota. Part 1 is live on our blog page now... https://t.co/MMXGFAd2l3  #COVID19 https://t.co/RISkWGqRuH,False,0.0
1,1241174488877858817,Sat Mar 21 01:27:12 +0000 2020,805642357819449344,user_location,Rice County,"""Yes, I’m Asian. And yes, I have coronavirus. But I did not get it from China. I got it in America. In New York City. And despite what certain political leaders want to call it, I don’t consider the place where it's from as important as the people who are sick and dying."" https://t.co/r2FfVjPLzF",False,-0.3228
2,1241175353219059712,Sat Mar 21 01:30:38 +0000 2020,304482976,user_location,Saint Louis County,Ultras Frankfurt have today put up a banner on one of the bridges going over the Main. The Ultras have a long-standing friendship with Atalanta Bergamo - in one of the worst affected places by the COVID-19 outbreak.  📷 Adler News https://t.co/1nRPFvBHdl,False,-0.4215
3,1241172585087479809,Sat Mar 21 01:19:38 +0000 2020,114590651,user_location,Pine County,"We have to hope that there is zero bail out for fossil fuel production, but that workers get paid to start the massive job of oil-sands and orphan well clean-up. We'll see. #COVID19 #GPC #cdnpoli https://t.co/PsHchDyvgH",False,0.6124
6,1241174237278351360,Sat Mar 21 01:26:12 +0000 2020,911775858045599744,user_location,Hennepin County,@Ihopenobodysme1 @JewhadiTM @nypost America's Worst President.  He can't even handle a simple question.  #TrumpPandemic #Meltdown #TrumpMeltdown  #TrumpIsTheWORSTPresidentEVER #coronavirus   https://t.co/oHARNORUWZ,False,-0.6249
8,1241211587639328769,Sat Mar 21 03:54:37 +0000 2020,2860410565,user_location,Hennepin County,I BANNED THIS CORONAVIRUS VIRUS IN THE NAME OF JESUS.,False,-0.4588
9,1241208638775197702,Sat Mar 21 03:42:54 +0000 2020,519025164,user_location,Hennepin County,This is maybe the tenth most damning thing in this article https://t.co/bdbM3TBFl6 https://t.co/K0NODha3HJ,False,-0.34
10,1241209067143680004,Sat Mar 21 03:44:36 +0000 2020,125207311,user_location,Hennepin County,U.S. intelligence reports from January and February warned about a likely pandemic https://t.co/pWwU6PCTIN,False,0.25
11,1241212644717137921,Sat Mar 21 03:58:49 +0000 2020,1172273771102855168,user_location,Hennepin County,"MAJOR BREAKING NEWS: U.S. Intelligence Tried to Warn Trump About Coronavirus—and He Ignored Them  NOTE: Please RETWEET this. As we learn more about what Trump did in January and February, we must properly understand that the actions of this man cost lives. https://t.co/rjryBct5WK",False,0.4019
12,1241208009692413952,Sat Mar 21 03:40:24 +0000 2020,159597906,user_location,Washington County,"For all those criticizing Trump for firing back at Alexander, here is the entire exchange.  #AlexanderisFakeNews https://t.co/otEIBRs5Bq",False,-0.5994
13,1241205321781121025,Sat Mar 21 03:29:43 +0000 2020,1088752159,user_location,Hennepin County,🚨U.S. intelligence reports from January and February warned about a likely pandemic https://t.co/MPLsIeuuWa,False,0.25
14,1241183921913634817,Sat Mar 21 02:04:41 +0000 2020,445270170,user_location,Hennepin County,BREAKING: McConnell’s proposal for Coronavirus income relief EXCLUDES LOW-INCOME people. https://t.co/VQ9JLzAmuE,False,0.4767
15,1241190242977230853,Sat Mar 21 02:29:48 +0000 2020,3365578517,user_location,Hennepin County,"President @realDonaldTrump is slashing red tape so @SteveFDA can develop vaccines and therapies at a record pace! This week, we began the first clinical trial of a vaccine candidate for the #Coronavirus. We must remove every barrier to continue rapid development of treatments.",False,-0.4389
16,1241191471702847488,Sat Mar 21 02:34:41 +0000 2020,1188978649057370112,user_location,Swift County,A city in the Philippines plays the 'The Purge' announcement every night to enforce a coronavirus curfew. https://t.co/jfzgYkvZQw,False,0.25
17,1241211923116355589,Sat Mar 21 03:55:57 +0000 2020,603632800,user_location,Hennepin County,"MAJOR BREAKING NEWS: U.S. Intelligence Tried to Warn Trump About Coronavirus—and He Ignored Them  NOTE: Please RETWEET this. As we learn more about what Trump did in January and February, we must properly understand that the actions of this man cost lives. https://t.co/rjryBct5WK",False,0.4019
18,1241180138840219655,Sat Mar 21 01:49:39 +0000 2020,1198103683214577669,user_location,Hennepin County,WHEN I HEARD KD HAD CORONA VIRUS😔 @nba YALL BETTER GET TO THE BOTTOM OF THIS SHIT ASAP‼️ https://t.co/VpU5Q7tRp5,False,-0.3034
19,1241189370125791233,Sat Mar 21 02:26:20 +0000 2020,746695752,user_location,Ramsey County,High key miss when twitter wasn’t only about nudes and the corona virus,False,-0.1531
20,1241205283155841024,Sat Mar 21 03:29:34 +0000 2020,23871945,user_location,Hennepin County,"When I point out weird anomalies with the virus, a virus I do think should be taken seriously, I get glib responses even though the experts themselves are stumped. Here's another anomaly I'm sure Twitter scientists will explain away https://t.co/I0j1Cn9pyj",False,-0.0258
21,1241225789699309568,Sat Mar 21 04:51:03 +0000 2020,65992060,user_location,Hennepin County,"This is appalling. The world is battling a global pandemic, and the #CCP is further repressing the media in order to repress the truth  Beijing revokes work permits for Chinese assistants working for US media https://t.co/FNsZG316qH via @scmpnews",False,-0.7579
23,1241227463637831680,Sat Mar 21 04:57:42 +0000 2020,594255431,user_location,Winona County,"NEW: Sen. Kelly Loeffler sold between $1.2M and $3.1M worth of stock in the three weeks beginning on Jan 24—the day of a closed-door, all-Senator briefing on the coronavirus https://t.co/euaTv2JtIL",False,0.2263
24,1241227912218640386,Sat Mar 21 04:59:29 +0000 2020,56569304,user_location,Saint Louis County,"Sick monsters.  ""Left-wing media are claiming a National Institutes of Health (NIH) immunologist cannot find cures for the infection caused by the coronavirus without the body parts of aborted babies."" https://t.co/repEp03ejp",False,-0.5106
25,1241227147194195969,Sat Mar 21 04:56:27 +0000 2020,1104382519481327616,user_location,Koochiching County,Washington Post: US intelligence warned Trump in January and February as he dismissed coronavirus threat - CNN  Washington Post: US intelligence warned Trump in January and February as he dismissed coronavirus threat  CNNTracki…  https://t.co/kju69Bs7Nk  #NEWS  #GOOGLENEWS https://t.co/h4bHOVR9DP,False,-0.5859
27,1241171393561198592,Sat Mar 21 01:14:54 +0000 2020,777210002,user_location,Hennepin County,"“The #Coronavirus is very much under control in the USA,” Trump tweeted five days later.  “Stock Market starting to look very good to me!” https://t.co/lgZvw0tlh4",False,0.4926
28,1241177034249744385,Sat Mar 21 01:37:19 +0000 2020,1109478116626444291,user_location,Sibley County,American entrepreneurship during the #CoronaVirus   Turning 2 ply into 2 1 plys https://t.co/memegh7agB,False,0.0
29,1241178599203516418,Sat Mar 21 01:43:32 +0000 2020,933337334606639104,user_location,Beltrami County,"‘I’m telling you now, you need your f*cking lungs’ — This 39-year-old recorded a message from the hospital about why we all need to take COVID-19 seriously https://t.co/U2Dv763jtp",False,-0.1779
30,1241177105871896576,Sat Mar 21 01:37:36 +0000 2020,541280142,place,Hennepin County,Who wants to be my date https://t.co/SV3aDr5VGJ,False,0.0
31,1241178745693667336,Sat Mar 21 01:44:07 +0000 2020,17123109,user_location,Hennepin County,Because of course she does https://t.co/f0P3rOXN51,False,0.0
32,1241175596471910401,Sat Mar 21 01:31:36 +0000 2020,2327868282,user_location,Ramsey County,"Maybe things have changed, but when I was a gov’t staffer and saw de Blasio’s management style I was surprised. Sure he was in the weeds, and demanded answers, but he valued all perspectives. https://t.co/OmCQinbDuU",False,0.6369
33,1241183649757872129,Sat Mar 21 02:03:36 +0000 2020,308206506,user_location,Koochiching County,CNN’s Kaitlan Collins calls out Donald Trump for attacking fellow reporter during coronavirus briefing https://t.co/7GCcbmUzy7,False,-0.4588
34,1241204981379760130,Sat Mar 21 03:28:22 +0000 2020,418448376,user_location,Redwood County,"Hulkbuster, except against Coronavirus",False,0.0
35,1241198555634831361,Sat Mar 21 03:02:50 +0000 2020,2466595837,user_location,Hennepin County,The Grand Old Party is the party of grifters and sadists now.#25thAmendmentNow https://t.co/ZiOkolYa3o,False,0.8126
36,1241205388940390401,Sat Mar 21 03:29:59 +0000 2020,1216036563362238465,user_location,Hennepin County,"Covid-19 might be big, but I just want to remind y’all that our God is BIGGER.✨",False,0.5719
37,1241201814902538240,Sat Mar 21 03:15:47 +0000 2020,33086005,user_location,Hennepin County,"it’s a global pandemic, at least put harry potter on netflix",False,0.0
38,1241202699657293824,Sat Mar 21 03:19:18 +0000 2020,178045481,user_location,Renville County,News don’t even tell us the weather nomore they be like good morning CORONAVIRUS,False,0.6597
39,1241200393398280192,Sat Mar 21 03:10:08 +0000 2020,1471075484,user_location,Hennepin County,U know why Trump &amp; Co. kept the pandemic 2 themselves 4 weeks? 1) To protect his re-election.              2) To allow Senators &amp; big donors to make advantageous trades.                                                       Corruption doesn’t even say it. Heartless comes closer.,False,0.4215
41,1241200615075786753,Sat Mar 21 03:11:01 +0000 2020,1047561306163822592,user_location,Hennepin County,"it’s a global pandemic, at least put harry potter on netflix",False,0.0
42,1241203627106144257,Sat Mar 21 03:22:59 +0000 2020,436852177,user_location,Hennepin County,"And this is how the coronavirus outbreak might spread with some control measures in place.   California, Florida and the Northeast would face severe outbreaks that peak in the summer. https://t.co/v1VDAXt0Dw https://t.co/DPQeVLwkSj",False,-0.3818
